Source	Target	lang	xml	role	resp	name	Key	page
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	150
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	150
Fontanella (1806)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	153
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	157
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	158
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	169
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	173
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	175
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	184
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	184
Durante (1853)	Tibulle	it				Tibul.	Tibulle (0050?-0018? av. J.-C.)	185
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	185
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	187
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	192
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	202
Pescatori (1874)	Tibulle	it	quote			Tibullo	Tibulle (0050?-0018? av. J.-C.)	207
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	212
Fontanella (1806)	Tibulle	it				Tibul.	Tibulle (0050?-0018? av. J.-C.)	217
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	219
Fontanella (1806)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	219
Pescatori (1874)	Tibulle	it				Tib.	Tibulle (0050?-0018? av. J.-C.)	222
Pescatori (1874)	Tibulle	it	quote			Tib.	Tibulle (0050?-0018? av. J.-C.)	225
Pescatori (1874)	Tibulle	it	quote			Tibullo	Tibulle (0050?-0018? av. J.-C.)	226
Pescatori (1874)	Tibulle	it	quote			Tib.	Tibulle (0050?-0018? av. J.-C.)	228
Pescatori (1874)	Tibulle	it	quote			Tib.	Tibulle (0050?-0018? av. J.-C.)	237
Pescatori (1874)	Tibulle	it	quote			Tib.	Tibulle (0050?-0018? av. J.-C.)	237
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	237
Pescatori (1875)	Tibulle	it	quote			Tib.	Tibulle (0050?-0018? av. J.-C.)	265
Pescatori (1875)	Tibulle	it	quote			Tib.	Tibulle (0050?-0018? av. J.-C.)	274
Pescatori (1875)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	274
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	276
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	277
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	278
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	278
Pescatori (1875)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	284
Pescatori (1875)	Tibulle	it	quote			Tibullo	Tibulle (0050?-0018? av. J.-C.)	284
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	289
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	290
Pescatori (1875)	Tibulle	it	quote			Tibullo	Tibulle (0050?-0018? av. J.-C.)	293
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	351
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	351
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	357
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	359
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	366
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	367
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	368
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	381
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	383
Pescatori (1875)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	507
Pescatori (1875)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	507
Thouar (1861)	Tietz	it				professor Titius	Tietz, Johann Daniel (1729-1796)	68
Durante (1853)	Timagoras de Géla	it				Timagora	Timagoras de Géla (03..-02.. av. J.-C.)	123
Durante (1853)	Timée	it				Tim.	Timée (0356?-0260? av. J.-C.)	99
Fontanella (1806)	Timée	it				Tim.	Timée (0356?-0260? av. J.-C.)	378
Thouar (1861)	Timothéos d'Épidaure	it				Timoteo	Timothéos d'Épidaure (03..-03.. av. J.-C.)	74
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	33
Fontanella (1806)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	38
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	41
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	44
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	45
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	48
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	48
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	65
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	65
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	68
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	86
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	87
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	88
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	92
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	95
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	98
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	99
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	99
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	100
Fontanella (1806)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	121
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	125
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	125
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	129
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	136
Durante (1853)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	136
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	138
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	147
Durante (1853)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	155
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	164
Benucci (1874)	Tite-Live	it	quote			Tito Livio	Tite-Live (0059? av. J.-C.-0017)	175
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	175
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	183
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	191
Fontanella (1806)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	192
Thouar (1861)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	193
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	194
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	199
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	202
Durante (1853)	Tite-Live	it	quote			Alcune delle più belle Sabine rapite principale Padri…	Tite-Live (0059? av. J.-C.-0017)	208
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	214
Tomeo (1825)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	217
Pescatori (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	217
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	222
Durante (1853)	Tite-Live	it				T. Livio	Tite-Live (0059? av. J.-C.-0017)	227
Durante (1853)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	228
Tomeo (1825)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	242
Pescatori (1874)	Tite-Live	it	quote			Tito Livio	Tite-Live (0059? av. J.-C.-0017)	244
Pescatori (1874)	Tite-Live	it				T. Livio	Tite-Live (0059? av. J.-C.-0017)	245
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	253
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	256
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	261
Pescatori (1875)	Tite-Live	it	quote			E nella Prefazione	Tite-Live (0059? av. J.-C.-0017)	268
Pescatori (1875)	Tite-Live	it	quote			T. Livio	Tite-Live (0059? av. J.-C.-0017)	268
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	268
Durante (1853)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	278
Benucci (1874)	Tite-Live	it	quote			Tito Livio	Tite-Live (0059? av. J.-C.-0017)	293
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	293
Benucci (1874)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	304
Benucci (1874)	Tite-Live	it	quote			Tito Livio	Tite-Live (0059? av. J.-C.-0017)	304
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	320
Durante (1853)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	337
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	342
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	342
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	346
Pescatori (1875)	Tite-Live	it	quote			Tito Livio	Tite-Live (0059? av. J.-C.-0017)	349
Durante (1853)	Tite-Live	it				Liv.	Tite-Live (0059? av. J.-C.-0017)	352
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	355
Durante (1853)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	363
Thouar (1861)	Tite-Live	it				Livio	Tite-Live (0059? av. J.-C.-0017)	364
Fontanella (1806)	Tite-Live	it				Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	409
Fontanella (1806)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	415
Pescatori (1875)	Tite-Live	it				T. Livio	Tite-Live (0059? av. J.-C.-0017)	465
Pescatori (1875)	Tite-Live	it				T. Livio	Tite-Live (0059? av. J.-C.-0017)	466
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	476
Pescatori (1875)	Tite-Live	it	quote			Tit. Liv.	Tite-Live (0059? av. J.-C.-0017)	477
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	477
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	477
Pescatori (1875)	Tite-Live	it				T. Livio	Tite-Live (0059? av. J.-C.-0017)	486
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	492
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	493
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	505
Pescatori (1875)	Tite-Live	it				Tito Livio	Tite-Live (0059? av. J.-C.-0017)	506
Pescatori (1875)	Tite-Live	it				T. Livio	Tite-Live (0059? av. J.-C.-0017)	510
Pescatori (1875)	Titien	it				Tiziano	Titien (1489?-1576)	270
Thouar (1861)	Toccagni	it	quote	translator		L. Toccagni	Toccagni, Luigi (1788-1853)	384
Benucci (1874)	Tomasini	it				il P. Tomasino	Tomasini, Giacomo Filippo (1595-1655)	56
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	3
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	3
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	4
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	4
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	4
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	9
Pescatori (1874)	Tommaseo	it	quote			Tommasèo	Tommaseo, Niccolò (1802-1874)	234
Pescatori (1874)	Tommaseo	it				Tommasèo	Tommaseo, Niccolò (1802-1874)	241
Benucci (1874)	Toriglioni	it	quote	translator		Toriglioni	Toriglioni, Camillo (17..?-18..?)	130
Benucci (1874)	Toriglioni	it	quote	translator		Camillo de' Conti Toriglioni	Toriglioni, Camillo (17..?-18..?)	199
Benucci (1874)	Toriglioni	it	quote	translator		Cammillo de' Conti Toriglioni	Toriglioni, Camillo (17..?-18..?)	287
Pescatori (1874)	Turchi	it				Turchi sopranominato L'Orbetto	Turchi, Alessandro (1578-1649)	51
Fontanella (1806)	Turnèbe	it				Turneb.	Turnèbe, Adrien (1512-1565)	415
Durante (1853)	Tzetzès	it				Tzetze	Tzetzès, Jean (1110-1180?)	122
Fontanella (1806)	Tzetzès	it				Tzetze	Tzetzès, Jean (1110-1180?)	174
Fontanella (1806)	Tzetzès	it				Zetze	Tzetzès, Jean (1110-1180?)	304
Fontanella (1806)	Tzetzès	it				Tzetze	Tzetzès, Jean (1110-1180?)	381
Fontanella (1806)	Tzetzès	it				Tzetze	Tzetzès, Jean (1110-1180?)	392
Fontanella (1806)	Tzetzès	it				Tzetzes	Tzetzès, Jean (1110-1180?)	436
Thouar (1861)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	10
Fontanella (1806)	Valère Maxime	it				Val. Max.	Valère Maxime (00..-00..)	27
Fontanella (1806)	Valère Maxime	it				Valer.	Valère Maxime (00..-00..)	33
Fontanella (1806)	Valère Maxime	it				Val. Max.	Valère Maxime (00..-00..)	48
Benucci (1874)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	95
Durante (1853)	Valère Maxime	it				Val. Max.	Valère Maxime (00..-00..)	117
Benucci (1874)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	161
Benucci (1874)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	182
Fontanella (1806)	Valère Maxime	it				Val. Max.	Valère Maxime (00..-00..)	209
Fontanella (1806)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	245
Fontanella (1806)	Valère Maxime	it				Val. Max.	Valère Maxime (00..-00..)	281
Benucci (1874)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	293
Fontanella (1806)	Valère Maxime	it				Valer. Max.	Valère Maxime (00..-00..)	301
Benucci (1874)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	307
Fontanella (1806)	Valère Maxime	it				Valer. Max.	Valère Maxime (00..-00..)	344
Fontanella (1806)	Valère Maxime	it				Val. Max.	Valère Maxime (00..-00..)	345
Pescatori (1875)	Valère Maxime	it				Valerio Massimo	Valère Maxime (00..-00..)	506
Fontanella (1806)	Valerius Flaccus	it				Valer. Flacc.	Valerius Flaccus, Caius (0045?-0090?)	73
Durante (1853)	Valerius Flaccus	it				Valerio Flacco	Valerius Flaccus, Caius (0045?-0090?)	151
Fontanella (1806)	Valerius Flaccus	it				Valerio Flacco	Valerius Flaccus, Caius (0045?-0090?)	210
Pescatori (1875)	Valerius Flaccus	it				Valerio Flacco	Valerius Flaccus, Caius (0045?-0090?)	330
Pescatori (1875)	Valerius Flaccus	it				Valerio Flacco	Valerius Flaccus, Caius (0045?-0090?)	333
Testi (1831)	Valerius Flaccus	it				Valerio Flacco	Valerius Flaccus, Caius (0045?-0090?)	348
Fontanella (1806)	Valerius Flaccus	it				Val. Flacc.	Valerius Flaccus, Caius (0045?-0090?)	384
Fontanella (1806)	Valerius Flaccus	it				Valer. Flacc.	Valerius Flaccus, Caius (0045?-0090?)	416
Pescatori (1875)	Varchi	it				Varchi	Varchi, Benedetto (1503-1565)	270
Pescatori (1875)	Varchi	it	quote			Varchi	Varchi, Benedetto (1503-1565)	270
Tomeo (1824)	Vargas Macciucca	it				Autore dell' opera intitolata : Fenicj primi abitatori di Napoli	Vargas Macciucca, Francesco (1699-1785)	84
Tomeo (1824)	Vargas Macciucca	it				autore dell' opera intitolata : Fenicj primi abitatori di Napoli	Vargas Macciucca, Francesco (1699-1785)	180
Tomeo (1825)	Vargas Macciucca	it				l'opera intitolata : I Fenicj primi abitatori di Napoli	Vargas Macciucca, Francesco (1699-1785)	237
Tomeo (1824)	Varron	it				Marco Terenzio Varrone	Varron (0116-0027 av. J.-C.)	10
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	10
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	11
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	14
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	14
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	15
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	15
Pescatori (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	15
Thouar (1861)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	21
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	24
Tomeo (1824)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	25
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	26
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	33
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	33
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	39
Fontanella (1806)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	42
Fontanella (1806)	Varron	it				Varron.	Varron (0116-0027 av. J.-C.)	46
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	47
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	50
Fontanella (1806)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	50
Durante (1853)	Varron	it	quote			Varr.	Varron (0116-0027 av. J.-C.)	51
Thouar (1861)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	53
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	54
Leoni (1855)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	60
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	61
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	62
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	67
Durante (1853)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	70
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	70
Fontanella (1806)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	70
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	78
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	79
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	80
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	94
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	96
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	98
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	99
Durante (1853)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	103
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	103
Pescatori (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	106
Durante (1853)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	121
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	121
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	126
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	144
Durante (1853)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	147
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	176
Durante (1853)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	190
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	196
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	208
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	208
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	208
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	212
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	228
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	228
Tomeo (1825)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	228
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	231
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	260
Pescatori (1875)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	261
Pescatori (1875)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	261
Pescatori (1875)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	262
Durante (1853)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	275
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	276
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	280
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	291
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	294
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	295
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	295
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	296
Benucci (1874)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	303
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	313
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	318
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	318
Durante (1853)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	338
Durante (1853)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	338
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	342
Pescatori (1875)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	354
Thouar (1861)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	363
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	383
Fontanella (1806)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	386
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	395
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	409
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	410
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	415
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	434
Fontanella (1806)	Varron	it				Varr.	Varron (0116-0027 av. J.-C.)	434
Testi (1831)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	435
Testi (1831)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	437
Fontanella (1806)	Varron	it				Varro	Varron (0116-0027 av. J.-C.)	453
Pescatori (1875)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	487
Pescatori (1875)	Varron	it				Varrone	Varron (0116-0027 av. J.-C.)	504
Thouar (1861)	Vasari	it	quote			Vasari	Vasari, Giorgio (1511-1574)	65
Thouar (1861)	Vasari	it	quote			Vasari	Vasari, Giorgio (1511-1574)	79
Thouar (1861)	Vasari	it	quote			Vasari	Vasari, Giorgio (1511-1574)	132
Thouar (1861)	Vasari	it	quote			Vasari	Vasari, Giorgio (1511-1574)	133
Pescatori (1874)	Vasari	it				Vasari	Vasari, Giorgio (1511-1574)	154
